Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years
DRJ11,9.5,Low Fat,0.084679095,Hard Drinks,190.6872,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9975728491602367,Drinks,28
DRO59,11.8,Low Fat,0.054109186,Hard Drinks,74.7012,OUT013,1987,High,Tier 3,Supermarket Type1,0.9995256956633549,Drinks,26
FDW15,15.35,Regular,0.09224886,Meat,147.6734,OUT010,1998,Small,Tier 3,Grocery Store,1.388551137734159,Food,15
NCQ30,7.725,Non-Edible,0.029066785,Household,121.0414,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0001690049341416,Non-Consumable,9
NCN54,20.35,Non-Edible,0.037339897999999996,Household,75.2328,OUT019,1985,Small,Tier 1,Grocery Store,1.4754268206795464,Non-Consumable,28
FDY01,11.800000000000002,Regular,0.169458887,Canned,116.2834,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.994450926212184,Food,28
FDX39,14.3,Regular,0.049666762999999996,Meat,212.9586,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9969275638604255,Food,9
FDH53,20.5,Regular,0.019106758,Frozen Foods,82.6592,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9955755285717437,Food,28
FDA57,18.85,Low Fat,0.039636104,Snack Foods,41.648,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9975971050611363,Food,9
NCC07,19.6,Non-Edible,0.040089313,Household,106.7964,OUT010,1998,Small,Tier 3,Grocery Store,1.2320007775044604,Non-Consumable,15
FDU28,19.2,Regular,0.093840193,Frozen Foods,188.0214,OUT013,1987,High,Tier 3,Supermarket Type1,0.9292998051325784,Food,26
FDK36,7.09,Low Fat,0.012076957,Baking Goods,48.6034,OUT010,1998,Small,Tier 3,Grocery Store,0.5238478057673367,Food,15
FDR36,6.715,Regular,0.12208166699999999,Baking Goods,43.8454,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0038763711060381,Food,4
NCQ17,10.3,Non-Edible,0.116910445,Health and Hygiene,154.563,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8687564666229612,Non-Consumable,9
FDS28,8.18,Regular,0.144274551,Frozen Foods,55.2588,OUT019,1985,Small,Tier 1,Grocery Store,1.2729575251331147,Food,28
FDE08,18.2,Low Fat,0.049419707,Fruits and Vegetables,148.2734,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0017758873475864,Food,11
FDU22,12.35,Low Fat,0.093296553,Snack Foods,120.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9996853339334096,Food,16
FDG41,8.84,Regular,0.076717379,Frozen Foods,109.7228,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0029423807631275,Food,11
FDO31,6.76,Regular,0.048511068,Fruits and Vegetables,77.99600000000001,OUT010,1998,Small,Tier 3,Grocery Store,1.3019442024603354,Food,15
FDM21,20.2,Low Fat,0.112693192,Snack Foods,256.2646,OUT019,1985,Small,Tier 1,Grocery Store,1.4731422364622666,Food,28
FDU40,20.85,Low Fat,0.037615546,Frozen Foods,192.4478,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8462913882495502,Food,6
FDV36,18.7,Low Fat,0.026409147,Baking Goods,126.102,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.7299163675556947,Food,4
FDT10,16.7,Regular,0.061744052,Snack Foods,59.2562,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9963121442802835,Food,28
FDX38,10.5,Regular,0.048304782000000004,Dairy,47.8376,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9327112780088193,Food,11
NCU30,5.11,Non-Edible,0.034705807000000005,Household,163.721,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.7170309628517649,Non-Consumable,28
NCV06,11.3,Non-Edible,0.06568385968808309,Household,192.8478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0,Non-Consumable,14
FDT16,9.895,Regular,0.06568385968808309,Frozen Foods,261.8278,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0737299830405702,Food,9
NCP41,16.6,Non-Edible,0.016132205,Health and Hygiene,108.2596,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9944600999531071,Non-Consumable,28
FDZ56,16.25,Low Fat,0.025882559,Fruits and Vegetables,168.7474,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8588884787246476,Food,6
FDC22,6.89,Regular,0.136402598,Snack Foods,191.882,OUT035,2004,Small,Tier 2,Supermarket Type1,0.7780277667231302,Food,9
FDU10,10.1,Regular,0.045683383,Snack Foods,38.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0005622379789614,Food,9
FDS46,17.6,Regular,0.047353168,Snack Foods,117.2782,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0029898429555368,Food,11
FDO08,11.1,Regular,0.053858987000000004,Fruits and Vegetables,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.001870264307964,Food,14
NCV42,6.26,Non-Edible,0.031549979,Household,109.8228,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.9067754371454997,Non-Consumable,4
FDP33,18.7,Low Fat,0.08925537300000001,Snack Foods,253.9672,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8550528826634791,Food,9
FDJ12,8.895,Regular,0.039041114,Baking Goods,206.5296,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8813932157072395,Food,16
FDH04,6.115,Regular,0.011396037,Frozen Foods,89.0488,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9011699949481345,Food,11
NCU54,8.88,Non-Edible,0.098540307,Household,211.127,OUT013,1987,High,Tier 3,Supermarket Type1,0.9991739248338014,Non-Consumable,26
FDO36,19.7,Low Fat,0.130411797,Baking Goods,180.56599999999997,OUT010,1998,Small,Tier 3,Grocery Store,1.513764365980526,Food,15
FDT37,14.15,Low Fat,0.03509937,Canned,255.6014,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.7611860388177617,Food,28
FDD14,20.7,Low Fat,0.284224541,Canned,186.1266,OUT010,1998,Small,Tier 3,Grocery Store,1.432243887221656,Food,15
FDA16,6.695,Low Fat,0.033913749,Frozen Foods,220.3456,OUT013,1987,High,Tier 3,Supermarket Type1,0.9970722362631218,Food,26
NCS42,8.6,Non-Edible,0.12153927199999999,Household,92.4146,OUT019,1985,Small,Tier 1,Grocery Store,1.5221528888324207,Non-Consumable,28
FDP10,19.0,Low Fat,0.224269298,Snack Foods,104.4622,OUT019,1985,Small,Tier 1,Grocery Store,1.1860288379951458,Food,28
FDQ28,14.0,Regular,0.06052101,Frozen Foods,152.9656,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.7996387897057176,Food,14
FDK57,10.195,Low Fat,0.06568385968808309,Snack Foods,119.744,OUT010,1998,Small,Tier 3,Grocery Store,0.835777510079853,Food,15
FDK02,12.5,Low Fat,0.112131275,Canned,118.244,OUT013,1987,High,Tier 3,Supermarket Type1,1.1158767378140482,Food,26
FDW47,15.0,Low Fat,0.04656414,Breads,121.0414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0028955873852186,Food,4
NCC42,15.0,Non-Edible,0.045091342,Health and Hygiene,139.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8841021028835762,Non-Consumable,4
FDQ37,20.75,Low Fat,0.08962427699999999,Breakfast,193.9478,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8709590398453763,Food,4
FDL40,17.7,Low Fat,0.011613156000000001,Frozen Foods,95.041,OUT046,1997,Small,Tier 1,Supermarket Type1,0.3917706368102885,Food,16
DRE13,6.28,Low Fat,0.046372660999999996,Soft Drinks,88.5198,OUT010,1998,Small,Tier 3,Grocery Store,1.300662103079048,Drinks,15
FDQ34,10.85,Low Fat,0.16145695,Snack Foods,104.4622,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9967960944660377,Food,28
NCB54,8.76,Non-Edible,0.050052711,Health and Hygiene,128.4336,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8698878681247313,Non-Consumable,16
FDS48,15.15,Low Fat,0.06568385968808309,Baking Goods,149.3708,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.4035273712775227,Food,14
FDO15,16.75,Regular,0.008583918000000001,Meat,72.1038,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8573518750431666,Food,11
NCT30,9.1,Non-Edible,0.080226072,Household,45.7718,OUT013,1987,High,Tier 3,Supermarket Type1,1.0000795689945894,Non-Consumable,26
FDU49,19.5,Regular,0.030545722,Canned,85.454,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9951620045213397,Food,28
FDE21,12.8,Low Fat,0.022944687999999998,Fruits and Vegetables,115.0492,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8300354726062682,Food,16
FDS49,9.0,Low Fat,0.138923761,Canned,78.4644,OUT019,1985,Small,Tier 1,Grocery Store,1.47516820863691,Food,28
FDT38,18.7,Low Fat,0.057258817000000004,Dairy,85.3566,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9951987360471592,Food,28
FDZ01,8.975,Regular,0.009077217,Canned,102.09899999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8415755647974399,Food,11
FDC41,15.6,Low Fat,0.116891138,Frozen Foods,75.767,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9978443221281575,Food,9
DRG13,17.25,Low Fat,0.062241994,Soft Drinks,162.7526,OUT010,1998,Small,Tier 3,Grocery Store,1.3662332471033536,Drinks,15
NCZ42,10.5,Non-Edible,0.011333911,Household,236.8248,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8727841300817416,Non-Consumable,4
NCM07,9.395,Non-Edible,0.040042881,Others,84.9908,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0,Non-Consumable,11
NCV17,18.85,Non-Edible,0.016173165,Health and Hygiene,131.1626,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.5675754751521778,Non-Consumable,4
DRK39,7.02,Low Fat,0.06568385968808309,Dairy,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0543859205870811,Drinks,9
FDS37,7.655,Low Fat,0.032074998,Canned,114.5492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.004331007481053,Food,4
FDV12,16.7,Regular,0.106583703,Baking Goods,96.7384,OUT019,1985,Small,Tier 1,Grocery Store,1.4005374892447007,Food,28
NCG19,20.25,Non-Edible,0.148536185,Household,235.9616,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.002949204871745,Non-Consumable,4
FDS51,13.35,Low Fat,0.032153714,Meat,62.6194,OUT013,1987,High,Tier 3,Supermarket Type1,0.9970268527512256,Food,26
NCO14,9.6,Non-Edible,0.029643872,Household,43.2086,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8682775501066468,Non-Consumable,16
FDC38,15.7,Low Fat,0.12249396800000001,Canned,133.9942,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9987796350268084,Food,16
FDN15,17.5,Low Fat,0.06568385968808309,Meat,140.418,OUT046,1997,Small,Tier 1,Supermarket Type1,1.9855370597755206,Food,16
NCH42,6.86,Non-Edible,0.036506915,Household,228.201,OUT013,1987,High,Tier 3,Supermarket Type1,0.8682947183369483,Non-Consumable,26
FDQ22,16.75,Low Fat,0.029739652000000002,Snack Foods,37.7822,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9982612730191539,Food,16
FDC05,13.1,Regular,0.09870238,Frozen Foods,195.2768,OUT013,1987,High,Tier 3,Supermarket Type1,0.8692612203206062,Food,26
FDZ31,15.35,Regular,0.113123006,Fruits and Vegetables,191.9504,OUT013,1987,High,Tier 3,Supermarket Type1,0.9968908383777805,Food,26
DRJ23,18.35,Low Fat,0.041733666,Hard Drinks,190.1872,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.000194676915289,Drinks,14
FDC52,11.15,Regular,0.06568385968808309,Dairy,151.2708,OUT035,2004,Small,Tier 2,Supermarket Type1,3.3237467107027263,Food,9
DRD12,6.96,Low Fat,0.129206196,Soft Drinks,89.5146,OUT010,1998,Small,Tier 3,Grocery Store,1.0,Drinks,15
FDV55,17.75,Low Fat,0.055384947999999996,Fruits and Vegetables,145.7444,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0035015451365452,Food,6
FDD32,17.7,Regular,0.040931994,Fruits and Vegetables,81.6276,OUT046,1997,Small,Tier 1,Supermarket Type1,0.7475183806757559,Food,16
FDR01,5.405,Regular,0.05370465,Canned,201.0742,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0007767647358816,Food,14
FDY08,9.395,Regular,0.299530629,Fruits and Vegetables,139.9838,OUT019,1985,Small,Tier 1,Grocery Store,1.5550676863036081,Food,28
FDQ45,9.5,Regular,0.06568385968808309,Snack Foods,184.9608,OUT045,2002,Small,Tier 2,Supermarket Type1,2.6657894008674563,Food,11
DRN11,7.85,Low Fat,0.16219103699999998,Hard Drinks,144.7444,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9971064016653752,Drinks,28
NCS05,11.5,Non-Edible,0.021063527999999998,Health and Hygiene,134.4942,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8715293505629355,Non-Consumable,4
FDY32,7.605,Low Fat,0.129216604,Fruits and Vegetables,162.921,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9990372413835822,Food,9
NCD31,12.1,Non-Edible,0.015465765,Household,165.0526,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0017758700031938,Non-Consumable,11
NCE06,5.825,Non-Edible,0.09162746699999999,Household,161.6894,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.999873545182513,Non-Consumable,14
NCP14,8.275,Non-Edible,0.11028975699999999,Household,102.8306,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8992339254478043,Non-Consumable,16
NCF18,18.35,Non-Edible,0.15579704,Household,191.3504,OUT019,1985,Small,Tier 1,Grocery Store,1.5204093973891004,Non-Consumable,28
FDF14,7.55,Low Fat,0.027280495,Canned,151.234,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0044756716485312,Food,4
FDB22,8.02,Low Fat,0.11207101400000001,Snack Foods,154.9998,OUT017,2007,Small,Tier 2,Supermarket Type1,1.1191895595735686,Food,6
NCH54,13.5,Non-Edible,0.072782102,Household,159.49200000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9984796969128651,Non-Consumable,14
FDU27,18.6,Regular,0.171444454,Meat,49.5376,OUT035,2004,Small,Tier 2,Supermarket Type1,1.1814999501094385,Food,9
FDS58,9.285,Regular,0.020904887,Snack Foods,158.9578,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8370126219422974,Food,28
NCU29,7.685,Non-Edible,0.02547263,Health and Hygiene,144.576,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9105643539857003,Non-Consumable,9
FDJ57,7.42,Regular,0.021555692,Seafood,186.0582,OUT013,1987,High,Tier 3,Supermarket Type1,1.0005418983138583,Food,26
FDL56,14.1,Low Fat,0.125976163,Fruits and Vegetables,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.999153054915475,Food,14
FDH60,19.7,Regular,0.080721764,Baking Goods,195.611,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9987947002313303,Food,9
FDN24,14.1,Low Fat,0.113728834,Baking Goods,53.7956,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0029184560491007,Food,4
FDD02,16.6,Low Fat,0.06568385968808309,Canned,120.3124,OUT017,2007,Small,Tier 2,Supermarket Type1,1.078334081518041,Food,6
FDP15,15.2,Low Fat,0.08441738,Meat,258.233,OUT017,2007,Small,Tier 2,Supermarket Type1,0.94135257946191,Food,6
FDB28,6.615,Low Fat,0.092933158,Dairy,197.6426,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9950387083671958,Food,28
DRC49,8.67,Low Fat,0.065569288,Soft Drinks,144.6128,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8889332720152063,Drinks,11
NCG30,20.2,Non-Edible,0.11277876699999999,Household,123.5046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.00089044842885,Non-Consumable,4
FDJ14,10.3,Regular,0.050148322,Canned,79.396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0010292481988854,Food,14
FDL52,6.635,Regular,0.04618367599999999,Frozen Foods,37.0506,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0008957860519534,Food,11
NCG19,20.25,Non-Edible,0.147217192,Household,234.1616,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9940430721298721,Non-Consumable,28
NCN41,17.0,Non-Edible,0.05219943,Health and Hygiene,123.67299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9989702647512537,Non-Consumable,9
FDW22,9.695,Regular,0.03026518,Snack Foods,223.4114,OUT013,1987,High,Tier 3,Supermarket Type1,0.8090250542507272,Food,26
FDI02,15.7,Regular,0.114469755,Canned,112.1202,OUT013,1987,High,Tier 3,Supermarket Type1,0.9996906559067223,Food,26
FDV51,16.35,Low Fat,0.032604886,Meat,165.0842,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0008957800412321,Food,11
FDV48,9.195,Regular,0.051616858,Baking Goods,79.6644,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9167756587768432,Food,16
NCL17,7.39,Non-Edible,0.11867352699999999,Health and Hygiene,141.2812,OUT019,1985,Small,Tier 1,Grocery Store,1.4153076261831927,Non-Consumable,28
FDP46,15.35,Low Fat,0.06568385968808309,Snack Foods,89.383,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9006993289522229,Food,11
FDU10,10.1,Regular,0.045784687000000004,Snack Foods,35.7848,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0027810087945164,Food,11
FDT37,14.15,Low Fat,0.05903503,Canned,256.4014,OUT010,1998,Small,Tier 3,Grocery Store,1.2802691511895437,Food,15
FDI27,8.71,Regular,0.045977618,Dairy,46.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8806040124174739,Food,9
FDN51,17.85,Regular,0.020946828,Meat,261.3936,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0000092998238972,Food,16
FDW07,18.0,Regular,0.142661865,Fruits and Vegetables,87.3514,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9978727981672143,Food,9
FDN45,19.35,Low Fat,0.11828638699999999,Snack Foods,223.7088,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8809914802952167,Food,14
DRN37,9.6,Low Fat,0.06568385968808309,Soft Drinks,166.0158,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.6151927201432601,Drinks,28
DRF48,5.73,Low Fat,0.051882002999999996,Soft Drinks,188.1898,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9380701825811782,Drinks,14
FDP38,10.1,Low Fat,0.056206622000000005,Canned,51.3008,OUT019,1985,Small,Tier 1,Grocery Store,1.5207024220074108,Food,28
NCX18,14.15,Non-Edible,0.008751398,Household,196.111,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9951635198052717,Non-Consumable,28
FDK45,11.65,Low Fat,0.033996111,Seafood,114.786,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0038106649662926,Food,4
FDZ37,8.1,Regular,0.019799238,Canned,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9989328060756342,Food,14
FDS50,17.0,Low Fat,0.055659189000000005,Dairy,223.7114,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0045231588261292,Food,4
NCR54,16.35,Non-Edible,0.090931104,Household,195.71099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.00336775697384,Non-Consumable,4
NCS17,18.6,Non-Edible,0.080486221,Health and Hygiene,94.5436,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9991984229113652,Non-Consumable,9
FDV31,9.8,Low Fat,0.10671732199999999,Fruits and Vegetables,178.33700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,0.999356049070325,Food,16
DRE27,11.85,Low Fat,0.133421019,Dairy,96.0726,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0040207153080998,Drinks,6
FDN60,15.1,Low Fat,0.09507889300000001,Baking Goods,159.6604,OUT013,1987,High,Tier 3,Supermarket Type1,0.9988069748381332,Food,26
FDK26,5.46,Regular,0.032150627,Canned,185.12400000000002,OUT013,1987,High,Tier 3,Supermarket Type1,0.6358366373944365,Food,26
FDX37,16.2,Low Fat,0.063286094,Canned,100.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.002035571402444,Food,4
FDW31,11.35,Regular,0.043158104,Fruits and Vegetables,197.6742,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9995449971339407,Food,16
FDX26,17.7,Low Fat,0.088166215,Dairy,183.8292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0021933559165848,Food,4
DRL49,13.15,Low Fat,0.09879993699999999,Soft Drinks,142.2812,OUT019,1985,Small,Tier 1,Grocery Store,1.474644314407831,Drinks,28
FDU49,19.5,Regular,0.030867981,Canned,86.454,OUT017,2007,Small,Tier 2,Supermarket Type1,1.00566101686798,Food,6
FDY58,11.65,Low Fat,0.039918581,Snack Foods,228.7694,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8312719580629928,Food,16
FDN03,9.8,Regular,0.015120568000000001,Meat,248.6408,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9995330795804556,Food,11
NCV06,11.3,Non-Edible,0.06568385968808309,Household,192.2478,OUT010,1998,Small,Tier 3,Grocery Store,1.0,Non-Consumable,15
FDH53,20.5,Regular,0.019238671000000002,Frozen Foods,82.7592,OUT045,2002,Small,Tier 2,Supermarket Type1,1.002448979038876,Food,11
FDG31,12.15,Low Fat,0.038050764,Meat,65.9826,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8464254636326918,Food,4
NCC06,19.0,Non-Edible,0.027041096,Household,129.1336,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8096393761173042,Non-Consumable,11
FDS13,6.465,Low Fat,0.124699691,Canned,266.0884,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0027168467196512,Food,14
FDP16,18.6,Low Fat,0.039287422999999995,Frozen Foods,246.8802,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0007705853085902,Food,9
FDA35,14.85,Regular,0.053792757999999996,Baking Goods,121.0072,OUT013,1987,High,Tier 3,Supermarket Type1,0.9979004029495729,Food,26
DRP47,15.75,Low Fat,0.141176075,Hard Drinks,253.8382,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8739836947576985,Drinks,4
FDY28,7.47,Regular,0.06568385968808309,Frozen Foods,214.8218,OUT010,1998,Small,Tier 3,Grocery Store,0.5036753070439919,Food,15
FDY20,12.5,Regular,0.081737302,Fruits and Vegetables,90.9488,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8423242260881709,Food,9
NCH30,17.1,Non-Edible,0.067533904,Household,111.486,OUT017,2007,Small,Tier 2,Supermarket Type1,0.803305142134009,Non-Consumable,6
NCR29,7.565,Non-Edible,0.09566912,Health and Hygiene,56.793,OUT019,1985,Small,Tier 1,Grocery Store,1.520579222451632,Non-Consumable,28
NCP05,19.6,Non-Edible,0.06568385968808309,Health and Hygiene,149.8024,OUT013,1987,High,Tier 3,Supermarket Type1,1.0,Non-Consumable,26
NCF30,17.0,Non-Edible,0.22103705,Household,124.8362,OUT019,1985,Small,Tier 1,Grocery Store,1.475279725260458,Non-Consumable,28
FDA08,11.85,Regular,0.06568385968808309,Fruits and Vegetables,165.6526,OUT035,2004,Small,Tier 2,Supermarket Type1,1.1860855531321435,Food,9
FDN51,17.85,Regular,0.020845392,Meat,260.5936,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9951667077456628,Food,28
FDH12,9.6,Low Fat,0.084953662,Baking Goods,107.02799999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8992799327666118,Food,16
FDY39,5.305,Regular,0.047294706,Meat,182.1608,OUT017,2007,Small,Tier 2,Supermarket Type1,1.004318018849681,Food,6
NCO53,16.2,Non-Edible,0.175539766,Health and Hygiene,183.6608,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0017758903903229,Non-Consumable,11
FDB40,17.5,Regular,0.007539885,Dairy,145.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9971798160849673,Food,16
FDH02,7.27,Regular,0.020813453,Canned,89.6488,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8569157888999954,Food,14
FDY11,6.71,Regular,0.029417303,Baking Goods,64.1142,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9961548014779793,Food,28
FDQ09,7.235,Low Fat,0.10178199,Snack Foods,113.6834,OUT019,1985,Small,Tier 1,Grocery Store,1.398262888093307,Food,28
FDP16,18.6,Low Fat,0.039262153,Frozen Foods,247.2802,OUT013,1987,High,Tier 3,Supermarket Type1,1.0001268812740767,Food,26
NCF55,6.675,Non-Edible,0.021754595,Household,34.1874,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0028194432825466,Non-Consumable,4
FDY09,15.6,Low Fat,0.025078117,Snack Foods,176.7054,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8094235225138597,Food,28
FDY39,5.305,Regular,0.047124068,Meat,182.0608,OUT045,2002,Small,Tier 2,Supermarket Type1,1.000694467027613,Food,11
NCU53,5.485,Non-Edible,0.04281828,Health and Hygiene,163.9842,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.902678226045368,Non-Consumable,14
NCT41,15.7,Non-Edible,0.056077340999999996,Health and Hygiene,152.1024,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9574145377957085,Non-Consumable,14
FDJ45,17.75,Low Fat,0.073410642,Seafood,35.9216,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9971797690824338,Food,16
FDR28,13.85,Regular,0.025874934,Frozen Foods,163.421,OUT013,1987,High,Tier 3,Supermarket Type1,0.855791086492231,Food,26
FDN08,7.72,Regular,0.088291127,Fruits and Vegetables,118.7466,OUT013,1987,High,Tier 3,Supermarket Type1,0.9990345872329383,Food,26
FDJ07,7.26,Low Fat,0.06568385968808309,Meat,114.515,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.661582947058619,Food,14
FDZ09,17.6,Low Fat,0.104371086,Snack Foods,164.4868,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9947399798955393,Food,28
FDQ14,9.27,Low Fat,0.062136785,Dairy,150.605,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0052523577995187,Food,6
FDY12,9.8,Regular,0.139930125,Baking Goods,50.5008,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9955180509047453,Food,28
FDK57,10.195,Low Fat,0.08029289,Snack Foods,120.844,OUT046,1997,Small,Tier 1,Supermarket Type1,1.021666388059267,Food,16
FDD20,14.15,Low Fat,0.06568385968808309,Fruits and Vegetables,123.3046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.7139763364162781,Food,14
FDS36,8.38,Regular,0.047078339000000004,Baking Goods,111.35700000000001,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0044597731191387,Food,4
FDI40,11.5,Regular,0.12579823099999998,Frozen Foods,102.5358,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8439918176123733,Food,14
FDJ40,13.6,Regular,0.049689828,Frozen Foods,110.3912,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9993671644913404,Food,11
FDE08,18.2,Low Fat,0.049278643,Fruits and Vegetables,147.1734,OUT013,1987,High,Tier 3,Supermarket Type1,0.9989164103828038,Food,26
