Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years,Avg_sales_product
FDJ34,11.8,Regular,0.09365572800000001,Snack Foods,127.1704,OUT046,1997,Small,Tier 1,Supermarket Type1,3004.0896,0.9990658763108883,Food,16,
FDT51,11.65,Regular,0.018275816,Meat,110.8544,OUT010,1998,Small,Tier 3,Grocery Store,111.8544,1.2334735048981813,Food,15,
FDT01,13.65,Regular,0.18416771199999998,Canned,213.7902,OUT046,1997,Small,Tier 1,Supermarket Type1,1274.3412,0.9976955287248368,Food,16,
FDV28,16.099999999999998,Regular,0.158954903,Frozen Foods,34.9558,OUT027,1985,Medium,Tier 3,Supermarket Type2,1120.5414,0.9830921574160202,Food,28,
FDD02,16.6,Low Fat,0.050392993,Canned,118.4124,OUT045,2002,Small,Tier 2,Supermarket Type1,3199.8348,0.7944318339597235,Food,11,
FDW48,18.0,Low Fat,0.008558144,Baking Goods,79.0618,OUT045,2002,Small,Tier 2,Supermarket Type1,1208.427,0.5435392561628362,Food,11,
FDF44,7.17,Regular,0.059820884000000005,Fruits and Vegetables,130.3968,OUT049,1999,Medium,Tier 1,Supermarket Type1,3523.4136,1.001029251031377,Food,14,
FDY14,10.3,Low Fat,0.070149088,Dairy,264.5226,OUT049,1999,Medium,Tier 1,Supermarket Type1,3436.1938,1.0014211693044661,Food,14,
FDU59,5.78,Low Fat,0.09591947199999999,Breads,162.6552,OUT027,1985,Medium,Tier 3,Supermarket Type2,5685.932,0.9961835196476536,Food,28,
FDQ10,12.85,Low Fat,0.058092551,Snack Foods,172.0422,OUT019,1985,Small,Tier 1,Grocery Store,517.3266,1.5808884979956959,Food,28,
FDV21,11.5,Low Fat,0.286357776,Snack Foods,123.9704,OUT010,1998,Small,Tier 3,Grocery Store,375.5112,1.4327869862793983,Food,15,
FDQ36,7.855,Regular,0.161798604,Baking Goods,37.2848,OUT049,1999,Medium,Tier 1,Supermarket Type1,745.696,1.2022204083945363,Food,14,
FDH12,9.6,Low Fat,0.14874289599999999,Baking Goods,107.12799999999999,OUT019,1985,Small,Tier 1,Grocery Store,319.584,1.4712860644738206,Food,28,
FDV40,17.35,Low Fat,0.06611236082486209,Frozen Foods,72.2038,OUT017,2007,Small,Tier 2,Supermarket Type1,886.8456,2.646732768017811,Food,6,
NCF07,9.0,Non-Edible,0.032022535,Household,101.8016,OUT046,1997,Small,Tier 1,Supermarket Type1,1720.4272,0.9989589126597193,Non-Consumable,16,
FDA08,11.85,Regular,0.049842613,Fruits and Vegetables,164.2526,OUT027,1985,Medium,Tier 3,Supermarket Type2,3946.8624,0.8842070703805088,Food,28,
FDP33,18.7,Low Fat,0.15630419199999998,Snack Foods,256.3672,OUT019,1985,Small,Tier 1,Grocery Store,255.6672,1.6183240535517707,Food,28,
FDS27,10.195,Regular,0.012458143,Meat,196.31099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,589.2330000000001,0.9021678076173182,Food,16,
DRD60,15.7,Low Fat,0.037201127,Soft Drinks,181.7634,OUT013,1987,High,Tier 3,Supermarket Type1,2544.6876,0.8874289949097628,Drinks,26,
FDM28,15.7,Low Fat,0.045274134,Frozen Foods,177.96599999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554,0.8090738403294386,Food,14,
NCU54,8.88,Non-Edible,0.098603729,Household,210.727,OUT035,2004,Small,Tier 2,Supermarket Type1,4194.54,0.897864089882849,Non-Consumable,9,
NCX05,15.2,Non-Edible,0.09745748300000001,Health and Hygiene,114.4492,OUT018,2009,Medium,Tier 3,Supermarket Type2,579.246,0.8517615675748949,Non-Consumable,4,
FDX59,10.195,Low Fat,0.051661272,Breads,33.3558,OUT046,1997,Small,Tier 1,Supermarket Type1,848.895,0.9999146319224282,Food,16,
FDE10,6.67,Regular,0.06611236082486209,Snack Foods,133.0626,OUT049,1999,Medium,Tier 1,Supermarket Type1,1573.9512,0.6873796982396145,Food,14,
FDW16,17.35,Regular,0.041273391,Frozen Foods,91.6804,OUT027,1985,Medium,Tier 3,Supermarket Type2,3858.9768,0.9961835210292282,Food,28,
FDW07,18.0,Regular,0.141997869,Fruits and Vegetables,90.5514,OUT027,1985,Medium,Tier 3,Supermarket Type2,2036.6822,0.9073565269934155,Food,28,
FDG38,8.975,Regular,0.06611236082486209,Canned,84.9224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,1.1230875162142613,Food,4,
DRC27,13.8,Low Fat,0.058339153,Dairy,246.2802,OUT018,2009,Medium,Tier 3,Supermarket Type2,1228.401,0.900929372947759,Drinks,4,
FDT43,16.35,Low Fat,0.020544065,Fruits and Vegetables,49.9324,OUT035,2004,Small,Tier 2,Supermarket Type1,259.66200000000003,0.9104657679775157,Food,9,
FDR44,6.11,Regular,0.103503049,Fruits and Vegetables,129.6968,OUT017,2007,Small,Tier 2,Supermarket Type1,1174.4712,1.0515785736425272,Food,6,
FDP26,7.785,Low Fat,0.140342195,Dairy,105.6306,OUT017,2007,Small,Tier 2,Supermarket Type1,627.1836,0.8730006856786258,Food,6,
NCE55,8.92,Non-Edible,0.12929931,Household,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type2,7939.665,0.9942156384387869,Non-Consumable,28,
FDU39,18.85,Low Fat,0.036031137000000005,Meat,60.4562,OUT035,2004,Small,Tier 2,Supermarket Type1,1125.8678,0.998691306649881,Food,9,
FDK27,11.0,Low Fat,0.008903211999999999,Meat,120.9756,OUT027,1985,Medium,Tier 3,Supermarket Type2,2787.0388,0.8648955036238578,Food,28,
FDP32,6.65,Low Fat,0.087669485,Fruits and Vegetables,127.2678,OUT046,1997,Small,Tier 1,Supermarket Type1,2416.1882,0.9982475596812889,Food,16,
NCW54,7.5,Non-Edible,0.06611236082486209,Household,59.2588,OUT049,1999,Medium,Tier 1,Supermarket Type1,916.1408,0.7308892551247615,Non-Consumable,14,
FDA36,5.985,Low Fat,0.005661669,Baking Goods,186.5924,OUT013,1987,High,Tier 3,Supermarket Type1,2591.2936,0.8418965102672917,Food,26,
FDU24,6.78,Regular,0.06611236082486209,Baking Goods,95.012,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.6639999999998,0.49693889459402846,Food,14,
FDX34,6.195,Low Fat,0.07198553,Snack Foods,122.2098,OUT046,1997,Small,Tier 1,Supermarket Type1,1205.098,0.9995627376252506,Food,16,
FDU27,18.6,Regular,0.17133418,Meat,48.8376,OUT013,1987,High,Tier 3,Supermarket Type1,287.6256,0.8802726686810467,Food,26,
FDQ25,8.63,Regular,0.047329385,Canned,174.1422,OUT010,1998,Small,Tier 3,Grocery Store,517.3266,1.4748673326663677,Food,15,
FDY01,11.8,Regular,0.170977155,Canned,117.0834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1842.9344,1.0029184529805222,Food,4,
FDH27,7.075,Low Fat,0.058298384,Dairy,145.8128,OUT013,1987,High,Tier 3,Supermarket Type1,1725.7536,0.8470084270539601,Food,26,
FDL10,8.395,Low Fat,0.039715591,Snack Foods,100.1042,OUT017,2007,Small,Tier 2,Supermarket Type1,1289.6546,0.9266222492540964,Food,6,
FDL15,17.85,Low Fat,0.046824729,Meat,153.6682,OUT018,2009,Medium,Tier 3,Supermarket Type2,1829.6184,0.8018691162102791,Food,4,
FDT24,12.35,Regular,0.311090379,Baking Goods,79.2328,OUT010,1998,Small,Tier 3,Grocery Store,154.4656,1.8115022679733894,Food,15,
NCN55,14.6,Non-Edible,0.059611153,Others,238.3538,OUT045,2002,Small,Tier 2,Supermarket Type1,2163.1842,0.9776603892720894,Non-Consumable,11,
FDZ59,6.63,Regular,0.103517853,Baking Goods,164.95,OUT027,1985,Medium,Tier 3,Supermarket Type2,4161.25,0.8042088533155879,Food,28,
FDM57,11.65,Regular,0.075834825,Snack Foods,82.9908,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362,0.9979409352355303,Food,9,
FDD14,20.7,Low Fat,0.17007246199999998,Canned,183.8266,OUT049,1999,Medium,Tier 1,Supermarket Type1,1844.266,0.8892819943756275,Food,14,
FDU19,8.77,Regular,0.06611236082486209,Fruits and Vegetables,173.6422,OUT013,1987,High,Tier 3,Supermarket Type1,517.3266,1.342723686162947,Food,26,
DRJ39,20.25,Low Fat,0.036399733999999996,Dairy,219.3482,OUT045,2002,Small,Tier 2,Supermarket Type1,8323.8316,1.0019883144461055,Drinks,11,
FDI04,13.65,Regular,0.072912432,Frozen Foods,198.4426,OUT046,1997,Small,Tier 1,Supermarket Type1,5536.7928,0.9030966064257782,Food,16,
NCQ54,17.7,Non-Edible,0.012567811000000002,Household,168.4474,OUT045,2002,Small,Tier 2,Supermarket Type1,2358.2636,0.8828650830221073,Non-Consumable,11,
FDW12,8.315,Regular,0.035773394,Baking Goods,144.3444,OUT017,2007,Small,Tier 2,Supermarket Type1,3483.4656,0.9169291735699419,Food,6,
FDQ32,17.85,Regular,0.046382793,Fruits and Vegetables,122.8388,OUT027,1985,Medium,Tier 3,Supermarket Type2,2972.1312,0.8843921141341688,Food,28,
DRG49,7.81,Low Fat,0.06783685099999999,Soft Drinks,246.1486,OUT017,2007,Small,Tier 2,Supermarket Type1,5375.6692,0.8851502056890199,Drinks,6,
FDP58,11.1,Low Fat,0.06611236082486209,Snack Foods,220.7482,OUT049,1999,Medium,Tier 1,Supermarket Type1,4380.964,0.4608431091632686,Food,14,
FDD57,18.1,Low Fat,0.022434417999999998,Fruits and Vegetables,96.2094,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.0939999999999,0.9134531934604163,Food,14,
DRG23,8.88,Low Fat,0.086764795,Hard Drinks,153.8682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184,1.0353765314968997,Drinks,9,
NCZ17,12.15,Non-Edible,0.06611236082486209,Health and Hygiene,39.1506,OUT017,2007,Small,Tier 2,Supermarket Type1,1480.0734,0.7674228983358844,Non-Consumable,6,
DRJ11,9.5,Low Fat,0.085437778,Hard Drinks,188.4872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3592.6568,0.9718201696859974,Drinks,4,
FDG16,15.25,Low Fat,0.089998959,Frozen Foods,215.1192,OUT045,2002,Small,Tier 2,Supermarket Type1,2157.192,0.8894689981284829,Food,11,
FDZ51,11.3,Regular,0.054288645999999996,Meat,96.6094,OUT027,1985,Medium,Tier 3,Supermarket Type2,2189.8162,0.8767395166284166,Food,28,
NCN43,12.15,Non-Edible,0.06611236082486209,Others,123.773,OUT046,1997,Small,Tier 1,Supermarket Type1,3325.671,3.6221453449615715,Non-Consumable,16,
NCN30,16.35,Non-Edible,0.016993203999999998,Household,95.741,OUT046,1997,Small,Tier 1,Supermarket Type1,965.41,0.899279925842181,Non-Consumable,16,
FDP39,12.65,Low Fat,0.06908877,Meat,52.3324,OUT027,1985,Medium,Tier 3,Supermarket Type2,1298.31,0.8260393422438527,Food,28,
FDP34,12.85,Low Fat,0.13744120099999999,Snack Foods,157.66299999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2659.8709999999996,0.9559976319837188,Food,14,
FDM44,12.5,Low Fat,0.051970788,Fruits and Vegetables,103.699,OUT010,1998,Small,Tier 3,Grocery Store,412.796,1.3886880951871534,Food,15,
FDC28,7.905,Low Fat,0.06611236082486209,Frozen Foods,109.1254,OUT017,2007,Small,Tier 2,Supermarket Type1,1627.881,1.1128876092438886,Food,6,
DRC24,17.85,Low Fat,0.02492239,Soft Drinks,153.4998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2922.1962,0.9992124339019911,Drinks,4,
FDN46,7.21,Regular,0.144924795,Snack Foods,100.8332,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.9979999999998,1.100375128912368,Food,11,
NCN53,5.175,Non-Edible,0.030349723,Health and Hygiene,37.0874,OUT035,2004,Small,Tier 2,Supermarket Type1,423.4488,0.8303553133954104,Non-Consumable,9,
FDY32,7.605,Low Fat,0.226284381,Fruits and Vegetables,163.221,OUT019,1985,Small,Tier 1,Grocery Store,326.242,1.1865768963684615,Food,28,
NCW06,16.2,Non-Edible,0.050625182000000005,Household,193.1162,OUT017,2007,Small,Tier 2,Supermarket Type1,2501.4106,0.8382065012608972,Non-Consumable,6,
FDY48,14.0,Low Fat,0.02371512,Baking Goods,103.8332,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644,0.8873668007058338,Food,26,
NCP29,8.42,Non-Edible,0.112177581,Health and Hygiene,65.9168,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,0.9567959039785098,Non-Consumable,26,
FDB60,9.3,Low Fat,0.04774013,Baking Goods,195.0136,OUT010,1998,Small,Tier 3,Grocery Store,194.4136,1.5024958310758674,Food,15,
DRE60,9.395,Low Fat,0.15930433300000002,Soft Drinks,226.172,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,0.8875257608070036,Drinks,9,
FDN51,17.85,Regular,0.020989307999999998,Meat,260.7936,OUT045,2002,Small,Tier 2,Supermarket Type1,4697.8848,0.99953074317918,Food,11,
DRE15,13.35,Low Fat,0.01769927,Dairy,74.2012,OUT027,1985,Medium,Tier 3,Supermarket Type2,1290.3204,0.4899604765137877,Drinks,28,
DRG15,6.13,Low Fat,0.06611236082486209,Dairy,60.1536,OUT013,1987,High,Tier 3,Supermarket Type1,1102.5648,0.8805464833001376,Drinks,26,
FDX55,15.1,Low Fat,0.096658404,Fruits and Vegetables,216.9166,OUT019,1985,Small,Tier 1,Grocery Store,217.7166,1.4703568390975126,Food,28,
FDC57,20.1,Regular,0.054816925999999995,Fruits and Vegetables,194.282,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.656,0.8448378623498775,Food,4,
FDA25,16.5,Regular,0.068511103,Canned,103.699,OUT017,2007,Small,Tier 2,Supermarket Type1,1651.184,1.0033349108767076,Food,6,
NCK29,5.615,Non-Edible,0.12574524,Health and Hygiene,122.473,OUT035,2004,Small,Tier 2,Supermarket Type1,1354.9029999999998,1.1021785574227982,Non-Consumable,9,
FDP48,7.52,Regular,0.044023213,Baking Goods,183.095,OUT046,1997,Small,Tier 1,Supermarket Type1,5492.85,0.9987132285575255,Food,16,
FDP49,9.0,Regular,0.068754395,Breakfast,54.5614,OUT027,1985,Medium,Tier 3,Supermarket Type2,1713.1034,0.9040199315008915,Food,28,
FDL38,13.8,Regular,0.024660202000000003,Canned,87.4172,OUT010,1998,Small,Tier 3,Grocery Store,178.4344,1.390706087729375,Food,15,
FDZ21,17.6,Regular,0.039214444,Snack Foods,98.241,OUT035,2004,Small,Tier 2,Supermarket Type1,1930.82,0.9215679639586263,Food,9,
FDQ44,20.5,Low Fat,0.036344721,Fruits and Vegetables,122.3756,OUT017,2007,Small,Tier 2,Supermarket Type1,2544.6876,1.0039078542243343,Food,6,
NCB42,11.8,Non-Edible,0.008554052,Health and Hygiene,116.9492,OUT013,1987,High,Tier 3,Supermarket Type1,1969.4364,0.998187252092035,Non-Consumable,26,
FDY15,18.25,Regular,0.170000805,Dairy,155.963,OUT027,1985,Medium,Tier 3,Supermarket Type2,4537.427,0.8977916893788971,Food,28,
NCW05,20.25,Non-Edible,0.148302815,Health and Hygiene,108.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2787.0388,0.999763775741777,Non-Consumable,14,
FDR23,15.85,Low Fat,0.081914677,Breads,177.637,OUT049,1999,Medium,Tier 1,Supermarket Type1,3352.303,0.8676173419871175,Food,14,
FDO34,17.7,Low Fat,0.029914022000000002,Snack Foods,166.2816,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,0.9107367079415254,Food,26,
FDZ36,6.035,Regular,0.06577134400000001,Baking Goods,185.324,OUT035,2004,Small,Tier 2,Supermarket Type1,3728.48,0.9980725256698113,Food,9,
FDX58,13.150000000000002,Low Fat,0.043551753,Snack Foods,184.495,OUT027,1985,Medium,Tier 3,Supermarket Type2,7873.085,0.9174949224532984,Food,28,
NCJ18,12.35,Non-Edible,0.16394193699999998,Household,117.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,1540.6612,0.9124665670782852,Non-Consumable,16,
FDP22,14.65,Regular,0.099692906,Snack Foods,50.9666,OUT017,2007,Small,Tier 2,Supermarket Type1,717.7324,1.062306581885485,Food,6,
FDH57,10.895,Low Fat,0.059834024000000006,Fruits and Vegetables,133.5284,OUT010,1998,Small,Tier 3,Grocery Store,263.6568,1.5255848480249101,Food,15,
DRF51,15.75,Low Fat,0.166174549,Dairy,37.4506,OUT045,2002,Small,Tier 2,Supermarket Type1,1062.6168,0.99999417282793,Drinks,11,
FDD51,11.15,Low Fat,0.11993002900000001,Dairy,44.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,588.5672,0.952546295256198,Food,9,
FDW04,8.985,Regular,0.057944376,Frozen Foods,131.531,OUT045,2002,Small,Tier 2,Supermarket Type1,1428.141,0.9557370796595231,Food,11,
FDZ21,17.6,Regular,0.065649353,Snack Foods,94.84100000000001,OUT010,1998,Small,Tier 3,Grocery Store,193.082,1.5428075578328007,Food,15,
NCJ30,5.82,Non-Edible,0.080249973,Household,168.679,OUT027,1985,Medium,Tier 3,Supermarket Type2,4923.590999999999,0.942590544873719,Non-Consumable,28,
FDO45,13.15,Regular,0.037952777,Snack Foods,89.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,0.9985902971453967,Food,16,
FDE41,9.195,Regular,0.064113698,Frozen Foods,86.5566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1183.7924,0.9946210671566502,Food,14,
DRD13,15.0,Low Fat,0.048841794,Soft Drinks,64.7168,OUT027,1985,Medium,Tier 3,Supermarket Type2,3068.0064,0.994099601132041,Drinks,28,
NCC07,19.6,Non-Edible,0.02394662,Household,106.9964,OUT035,2004,Small,Tier 2,Supermarket Type1,1788.3388,1.000191163022365,Non-Consumable,9,
FDE51,5.925,Regular,0.096000183,Dairy,43.7086,OUT027,1985,Medium,Tier 3,Supermarket Type2,1293.6494,0.8268902007646449,Food,28,
NCG43,20.2,Non-Edible,0.074177667,Household,93.2462,OUT013,1987,High,Tier 3,Supermarket Type1,1018.0082,0.8410886403783138,Non-Consumable,26,
FDS59,14.8,Regular,0.04368089,Breads,110.15700000000001,OUT027,1985,Medium,Tier 3,Supermarket Type2,2306.9970000000003,0.8268464956252068,Food,28,
FDV16,7.75,Regular,0.083268523,Frozen Foods,32.9558,OUT018,2009,Medium,Tier 3,Supermarket Type2,101.8674,0.9056040896512836,Food,4,
FDC03,8.575,Regular,0.071832909,Dairy,194.1794,OUT035,2004,Small,Tier 2,Supermarket Type1,3316.3498,0.998266119632131,Food,9,
FDV60,20.2,Regular,0.06611236082486209,Baking Goods,197.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,3535.3979999999997,0.5071803895525278,Food,26,
FDJ60,19.35,Regular,0.062625641,Baking Goods,165.3184,OUT049,1999,Medium,Tier 1,Supermarket Type1,1651.184,1.0001848333300667,Food,14,
FDX20,7.365,Low Fat,0.042646566,Fruits and Vegetables,225.172,OUT045,2002,Small,Tier 2,Supermarket Type1,452.744,0.9241603528181052,Food,11,
FDD17,7.5,Low Fat,0.06611236082486209,Frozen Foods,237.7906,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.453,1.62877158728699,Food,9,
FDD08,8.3,Low Fat,0.03555434,Fruits and Vegetables,37.4506,OUT017,2007,Small,Tier 2,Supermarket Type1,796.9626,1.0047486357951492,Food,6,
FDX45,16.75,Low Fat,0.105068444,Snack Foods,156.66299999999998,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.3340000000003,0.9555618682488799,Food,11,
FDM25,10.695,Regular,0.060912865,Breakfast,173.8712,OUT018,2009,Medium,Tier 3,Supermarket Type2,4570.0512,0.9021783642753499,Food,4,
NCT42,5.88,Non-Edible,0.02488732,Household,147.5392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,0.9995627462890717,Non-Consumable,16,
FDT02,12.6,Low Fat,0.024194731,Dairy,36.1874,OUT046,1997,Small,Tier 1,Supermarket Type1,423.4488,0.9976204559947229,Food,16,
FDV34,10.695,Regular,0.01141595,Snack Foods,74.0038,OUT013,1987,High,Tier 3,Supermarket Type1,1034.6532,0.8794532685637096,Food,26,
NCR41,17.85,Non-Edible,0.018023997,Health and Hygiene,95.9094,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256,0.998590298011809,Non-Consumable,16,
FDT31,19.75,Low Fat,0.012499004,Fruits and Vegetables,188.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336,1.0019893880066584,Food,4,
FDF33,7.97,Low Fat,0.036045991,Seafood,107.5596,OUT010,1998,Small,Tier 3,Grocery Store,431.4384,1.079918747937798,Food,15,
NCU29,7.685,Non-Edible,0.044607722,Health and Hygiene,145.976,OUT019,1985,Small,Tier 1,Grocery Store,585.904,1.402181777596264,Non-Consumable,28,
NCB55,15.7,Non-Edible,0.16098885,Household,57.8562,OUT045,2002,Small,Tier 2,Supermarket Type1,651.8182,1.0007097326047694,Non-Consumable,11,
NCU18,15.1,Non-Edible,0.055793586,Household,139.7496,OUT013,1987,High,Tier 3,Supermarket Type1,3952.1888,0.8868904947785365,Non-Consumable,26,
FDZ59,6.63,Regular,0.104445322,Baking Goods,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.95,0.8114141687211899,Food,4,
NCI29,8.6,Non-Edible,0.032687702,Health and Hygiene,140.9154,OUT045,2002,Small,Tier 2,Supermarket Type1,1134.5232,0.9233072837651448,Non-Consumable,11,
FDL03,19.25,Regular,0.026949462999999996,Meat,197.71099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type2,4910.275,0.9939481624054992,Food,28,
NCQ06,13.0,Non-Edible,0.041909345,Household,255.0014,OUT045,2002,Small,Tier 2,Supermarket Type1,5865.0322,0.9241603458328268,Non-Consumable,11,
FDY31,5.98,Low Fat,0.04363058,Fruits and Vegetables,148.2418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.5598,1.0004900799849428,Food,14,
DRI03,6.03,Low Fat,0.06611236082486209,Dairy,175.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252,1.8512895729024972,Drinks,14,
FDL38,13.8,Regular,0.014793124,Canned,88.5172,OUT018,2009,Medium,Tier 3,Supermarket Type2,2408.8644,0.8342546262733582,Food,4,
FDR37,16.5,Regular,0.065928735,Breakfast,183.0292,OUT027,1985,Medium,Tier 3,Supermarket Type2,8209.314,0.9080479104801015,Food,28,
FDT59,13.65,Low Fat,0.01583438,Breads,228.5668,OUT027,1985,Medium,Tier 3,Supermarket Type2,3225.1352,0.6517254027884953,Food,28,
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,1997,Small,Tier 1,Supermarket Type1,271.6464,0.9878759917279697,Food,16,
NCX53,20.1,Non-Edible,0.014925407,Health and Hygiene,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,3545.385,0.7476107225742352,Non-Consumable,26,
FDZ12,9.17,Low Fat,0.10289312099999999,Baking Goods,141.947,OUT013,1987,High,Tier 3,Supermarket Type1,4008.116,0.9484883950710781,Food,26,
NCT05,10.895,Non-Edible,0.020951848000000002,Health and Hygiene,255.3672,OUT046,1997,Small,Tier 1,Supermarket Type1,767.0016,0.9986843672743221,Non-Consumable,16,
FDW38,5.325,Regular,0.06611236082486209,Dairy,55.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,485.3682,0.5031686417902332,Food,9,
FDD33,12.85,Low Fat,0.10810260599999999,Fruits and Vegetables,233.3642,OUT013,1987,High,Tier 3,Supermarket Type1,3950.1914,1.1051729906831962,Food,26,
FDV39,11.299999999999999,Low Fat,0.06611236082486209,Meat,196.8426,OUT019,1985,Small,Tier 1,Grocery Store,593.2278,4.212133731309695,Food,28,
DRE25,15.35,Low Fat,0.073697713,Soft Drinks,91.912,OUT017,2007,Small,Tier 2,Supermarket Type1,559.2719999999999,1.005218234781621,Drinks,6,
FDC59,16.7,Regular,0.091437584,Starchy Foods,64.3168,OUT010,1998,Small,Tier 3,Grocery Store,127.8336,1.4848518646330744,Food,15,
FDF58,13.3,Low Fat,0.009581155,Snack Foods,64.95100000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1644.526,0.33725269455844814,Food,16,
NCP50,17.35,Non-Edible,0.035997636,Others,78.6618,OUT019,1985,Small,Tier 1,Grocery Store,80.5618,1.2297576814446276,Non-Consumable,28,
FDS33,6.67,Regular,0.12332588,Snack Foods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,974.0654,0.9642071457484361,Food,26,
FDP08,20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824,0.999873544228194,Food,14,
FDF29,15.1,Regular,0.019930418000000002,Frozen Foods,131.531,OUT035,2004,Small,Tier 2,Supermarket Type1,2856.282,0.9998580161160086,Food,9,
NCF30,17.0,Non-Edible,0.126244059,Household,124.6362,OUT046,1997,Small,Tier 1,Supermarket Type1,3900.9222,0.8975464741367515,Non-Consumable,16,
FDI50,8.42,Regular,0.030905215,Canned,227.6352,OUT045,2002,Small,Tier 2,Supermarket Type1,2748.4224,0.8413901532044482,Food,11,
FDD56,15.2,Regular,0.104365283,Fruits and Vegetables,177.1054,OUT017,2007,Small,Tier 2,Supermarket Type1,3151.8972,0.9025594636888856,Food,6,
NCN41,17.0,Non-Edible,0.087387669,Health and Hygiene,125.073,OUT010,1998,Small,Tier 3,Grocery Store,369.519,1.3019750527416765,Non-Consumable,15,
FDE23,17.6,Regular,0.053481818,Starchy Foods,47.806000000000004,OUT017,2007,Small,Tier 2,Supermarket Type1,1071.938,0.9569065424249278,Food,6,
FDL26,18.0,Low Fat,0.073306615,Canned,155.0972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3894.93,0.9999442714368827,Food,14,
NCB30,14.6,Non-Edible,0.043021542,Household,196.9084,OUT010,1998,Small,Tier 3,Grocery Store,595.2252,1.3909845638995444,Non-Consumable,15,
FDY50,5.8,Low Fat,0.13169655,Dairy,89.4172,OUT017,2007,Small,Tier 2,Supermarket Type1,2498.0816,1.0045302641376264,Food,6,
NCK19,9.8,Non-Edible,0.09083415800000001,Others,192.2478,OUT018,2009,Medium,Tier 3,Supermarket Type2,4068.7038,0.9020143552046991,Non-Consumable,4,
NCR38,17.25,Non-Edible,0.19875618,Household,250.7724,OUT019,1985,Small,Tier 1,Grocery Store,251.6724,1.5540455975405698,Non-Consumable,28,
FDI28,14.3,Low Fat,0.026321701,Frozen Foods,77.6302,OUT046,1997,Small,Tier 1,Supermarket Type1,950.7624,0.9996698428967055,Food,16,
FDO24,11.1,Low Fat,0.176215665,Baking Goods,158.8604,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.8268,0.993593043365932,Food,16,
FDC45,17.0,Low Fat,0.136008489,Fruits and Vegetables,171.7106,OUT045,2002,Small,Tier 2,Supermarket Type1,1711.106,0.8902305569049848,Food,11,
FDU27,18.6,Regular,0.17174348,Meat,48.8376,OUT049,1999,Medium,Tier 1,Supermarket Type1,1294.3152,0.8823755509155847,Food,14,
FDS09,8.895,Regular,0.08154715,Snack Foods,49.8008,OUT017,2007,Small,Tier 2,Supermarket Type1,759.012,0.846207121988221,Food,6,
DRE13,6.28,Low Fat,0.027570939,Soft Drinks,86.6198,OUT027,1985,Medium,Tier 3,Supermarket Type2,2529.3742,0.9956116651351067,Drinks,28,
FDV15,10.3,Low Fat,0.14676789699999998,Meat,102.3648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.9720000000002,0.8915439263816943,Food,4,
